"","expr","time","fun_name"
"603","R",632345,"destinationAngle"
"604","Rcpp",33352,"destinationAngle"
"605","Rcpp",23283,"destinationAngle"
"606","R",644388,"destinationAngle"
"607","Rcpp",28143,"destinationAngle"
"608","Rcpp",17684,"destinationAngle"
"609","Rcpp",21751,"destinationAngle"
"610","R",636914,"destinationAngle"
"611","Rcpp",25257,"destinationAngle"
"612","Rcpp",23034,"destinationAngle"
"613","Rcpp",17473,"destinationAngle"
"614","R",650970,"destinationAngle"
"615","R",631865,"destinationAngle"
"616","R",640681,"destinationAngle"
"617","R",640240,"destinationAngle"
"618","R",632867,"destinationAngle"
"619","R",643286,"destinationAngle"
"620","Rcpp",28353,"destinationAngle"
"621","Rcpp",18335,"destinationAngle"
"622","R",638137,"destinationAngle"
"623","Rcpp",21641,"destinationAngle"
"624","Rcpp",26189,"destinationAngle"
"625","R",641923,"destinationAngle"
"626","Rcpp",26179,"destinationAngle"
"627","Rcpp",24216,"destinationAngle"
"628","Rcpp",17924,"destinationAngle"
"629","R",641733,"destinationAngle"
"630","Rcpp",27972,"destinationAngle"
"631","R",639329,"destinationAngle"
"632","Rcpp",29125,"destinationAngle"
"633","R",642474,"destinationAngle"
"634","R",645821,"destinationAngle"
"635","R",632956,"destinationAngle"
"636","R",649979,"destinationAngle"
"637","R",632597,"destinationAngle"
"638","R",632727,"destinationAngle"
"639","R",631284,"destinationAngle"
"640","R",630863,"destinationAngle"
"641","R",627286,"destinationAngle"
"642","R",638868,"destinationAngle"
"643","Rcpp",25118,"destinationAngle"
"644","Rcpp",22492,"destinationAngle"
"645","Rcpp",24847,"destinationAngle"
"646","Rcpp",22733,"destinationAngle"
"647","R",640962,"destinationAngle"
"648","R",626565,"destinationAngle"
"649","Rcpp",26189,"destinationAngle"
"650","R",637496,"destinationAngle"
"651","R",635622,"destinationAngle"
"652","R",630542,"destinationAngle"
"653","R",637776,"destinationAngle"
"654","R",631274,"destinationAngle"
"655","R",641332,"destinationAngle"
"656","R",643076,"destinationAngle"
"657","R",623649,"destinationAngle"
"658","R",629851,"destinationAngle"
"659","R",632716,"destinationAngle"
"660","Rcpp",28102,"destinationAngle"
"661","R",638276,"destinationAngle"
"662","R",642715,"destinationAngle"
"663","Rcpp",22482,"destinationAngle"
"664","Rcpp",24566,"destinationAngle"
"665","R",633187,"destinationAngle"
"666","R",633428,"destinationAngle"
"667","Rcpp",26600,"destinationAngle"
"668","Rcpp",20769,"destinationAngle"
"669","Rcpp",24176,"destinationAngle"
"670","Rcpp",21460,"destinationAngle"
"671","R",643657,"destinationAngle"
"672","Rcpp",26750,"destinationAngle"
"673","Rcpp",22773,"destinationAngle"
"674","R",634600,"destinationAngle"
"675","Rcpp",28874,"destinationAngle"
"676","R",630903,"destinationAngle"
"677","Rcpp",26970,"destinationAngle"
"678","R",634049,"destinationAngle"
"679","Rcpp",30437,"destinationAngle"
"680","R",633408,"destinationAngle"
"681","Rcpp",27912,"destinationAngle"
"682","Rcpp",17613,"destinationAngle"
"683","R",631223,"destinationAngle"
"684","Rcpp",27592,"destinationAngle"
"685","Rcpp",21420,"destinationAngle"
"686","Rcpp",21951,"destinationAngle"
"687","R",636433,"destinationAngle"
"688","R",634209,"destinationAngle"
"689","R",622808,"destinationAngle"
"690","Rcpp",29005,"destinationAngle"
"691","Rcpp",21851,"destinationAngle"
"692","Rcpp",23775,"destinationAngle"
"693","Rcpp",21911,"destinationAngle"
"694","R",639970,"destinationAngle"
"695","R",641984,"destinationAngle"
"696","R",622067,"destinationAngle"
"697","R",625123,"destinationAngle"
"698","Rcpp",26530,"destinationAngle"
"699","R",629420,"destinationAngle"
"700","R",621395,"destinationAngle"
"701","R",632556,"destinationAngle"
"702","R",626916,"destinationAngle"
"703","Rcpp",28824,"destinationAngle"
"704","Rcpp",18285,"destinationAngle"
"705","R",628358,"destinationAngle"
"706","R",629551,"destinationAngle"
"707","Rcpp",27963,"destinationAngle"
"708","Rcpp",21690,"destinationAngle"
